date,unit,y_scaled,synthetic_scaled,gap_observed_minus_synthetic,scaled_throughput_loss,period,value_col,is_actual
2022-01-01,strait_of_hormuz,0.8413861546095526,1.0753755503769709,-0.23398939576741828,0.23398939576741828,pre,n_tanker,True
2022-01-02,strait_of_hormuz,0.964088302156779,0.9951432933722038,-0.031054991215424765,0.031054991215424765,pre,n_tanker,True
2022-01-03,strait_of_hormuz,0.8589150328305849,0.9394264052142028,-0.08051137238361794,0.08051137238361794,pre,n_tanker,True
2022-01-04,strait_of_hormuz,0.9991460585988436,1.0431193992474943,-0.04397334064865066,0.04397334064865066,pre,n_tanker,True
2022-01-05,strait_of_hormuz,0.9290305457147143,1.0595451223943444,-0.13051457667963007,0.13051457667963007,pre,n_tanker,True
2022-01-06,strait_of_hormuz,0.8589150328305849,0.9825223239011722,-0.12360729107058732,0.12360729107058732,pre,n_tanker,True
2022-01-07,strait_of_hormuz,0.7887995199464555,0.9454843918609123,-0.1566848719144568,0.1566848719144568,pre,n_tanker,True
2022-01-08,strait_of_hormuz,0.911501667493682,0.9655761305433362,-0.05407446304965424,0.05407446304965424,pre,n_tanker,True
2022-01-09,strait_of_hormuz,1.1919637190301995,1.000262929793157,0.1917007892370426,-0.1917007892370426,pre,n_tanker,True
2022-01-10,strait_of_hormuz,0.9991460585988436,1.0187447211957568,-0.01959866259691312,0.01959866259691312,pre,n_tanker,True
2022-01-11,strait_of_hormuz,0.911501667493682,1.0115398504172122,-0.10003818292353017,0.10003818292353017,pre,n_tanker,True
2022-01-12,strait_of_hormuz,0.911501667493682,0.9880245229034431,-0.07652285540976111,0.07652285540976111,pre,n_tanker,True
2022-01-13,strait_of_hormuz,1.0342038150409083,0.875217115521682,0.15898669951922628,-0.15898669951922628,pre,n_tanker,True
2022-01-14,strait_of_hormuz,0.964088302156779,0.9738831724871564,-0.009794870330377403,0.009794870330377403,pre,n_tanker,True
2022-01-15,strait_of_hormuz,0.8939727892726496,0.9865345866914833,-0.09256179741883375,0.09256179741883375,pre,n_tanker,True
2022-01-16,strait_of_hormuz,0.9991460585988436,1.0054223080319253,-0.006276249433081693,0.006276249433081693,pre,n_tanker,True
2022-01-17,strait_of_hormuz,1.016674936819876,1.0246403021615773,-0.007965365341701336,0.007965365341701336,pre,n_tanker,True
2022-01-18,strait_of_hormuz,1.0867904497040053,1.0339209115885726,0.05286953811543271,-0.05286953811543271,pre,n_tanker,True
2022-01-19,strait_of_hormuz,0.8764439110516172,0.9199726961863056,-0.043528785134688386,0.043528785134688386,pre,n_tanker,True
2022-01-20,strait_of_hormuz,0.964088302156779,0.9437648400580718,0.020323462098707168,-0.020323462098707168,pre,n_tanker,True
2022-01-21,strait_of_hormuz,0.8939727892726496,1.0087095249234264,-0.1147367356507768,0.1147367356507768,pre,n_tanker,True
2022-01-22,strait_of_hormuz,0.6836262506202615,0.9845953255233333,-0.3009690749030718,0.3009690749030718,pre,n_tanker,True
2022-01-23,strait_of_hormuz,0.7887995199464555,0.9871728950547427,-0.19837337510828723,0.19837337510828723,pre,n_tanker,True
2022-01-24,strait_of_hormuz,0.964088302156779,0.9717415460858495,-0.007653243929070519,0.007653243929070519,pre,n_tanker,True
2022-01-25,strait_of_hormuz,1.2094925972512318,1.1474924392356867,0.06200015801554515,-0.06200015801554515,pre,n_tanker,True
2022-01-26,strait_of_hormuz,1.1043193279250378,1.0502315518177423,0.05408777610729554,-0.05408777610729554,pre,n_tanker,True
2022-01-27,strait_of_hormuz,1.1569059625881348,1.0479056071843227,0.10900035540381214,-0.10900035540381214,pre,n_tanker,True
2022-01-28,strait_of_hormuz,0.9816171803778113,1.0542930525838612,-0.07267587220604987,0.07267587220604987,pre,n_tanker,True
2022-01-29,strait_of_hormuz,1.2094925972512318,1.061959645614783,0.14753295163644875,-0.14753295163644875,pre,n_tanker,True
2022-01-30,strait_of_hormuz,0.9816171803778113,0.9711433731427854,0.01047380723502589,-0.01047380723502589,pre,n_tanker,True
2022-01-31,strait_of_hormuz,0.9290305457147143,0.9570162106321835,-0.027985664917469122,0.027985664917469122,pre,n_tanker,True
2022-02-01,strait_of_hormuz,0.9290305457147143,1.0188356797347997,-0.08980513402008539,0.08980513402008539,pre,n_tanker,True
2022-02-02,strait_of_hormuz,0.9816171803778113,1.0069156077660582,-0.025298427388246836,0.025298427388246836,pre,n_tanker,True
2022-02-03,strait_of_hormuz,1.2445503536932965,1.1094711253019576,0.1350792283913389,-0.1350792283913389,pre,n_tanker,True
2022-02-04,strait_of_hormuz,1.0867904497040053,1.1019680725217453,-0.015177622817740044,0.015177622817740044,pre,n_tanker,True
2022-02-05,strait_of_hormuz,1.0867904497040053,0.9113466138270799,0.17544383587692536,-0.17544383587692536,pre,n_tanker,True
2022-02-06,strait_of_hormuz,0.9465594239357467,0.988434029355991,-0.04187460542024435,0.04187460542024435,pre,n_tanker,True
2022-02-07,strait_of_hormuz,0.8413861546095526,1.0654351982997174,-0.22404904369016487,0.22404904369016487,pre,n_tanker,True
2022-02-08,strait_of_hormuz,1.0342038150409083,1.1569759517757774,-0.12277213673486909,0.12277213673486909,pre,n_tanker,True
2022-02-09,strait_of_hormuz,1.1043193279250378,1.053817773159104,0.050501554765933765,-0.050501554765933765,pre,n_tanker,True
2022-02-10,strait_of_hormuz,0.9465594239357467,1.1045615719631037,-0.15800214802735701,0.15800214802735701,pre,n_tanker,True
2022-02-11,strait_of_hormuz,1.1569059625881348,1.0220608021792439,0.13484516040889094,-0.13484516040889094,pre,n_tanker,True
2022-02-12,strait_of_hormuz,1.0517326932619406,0.9305672278728756,0.12116546538906503,-0.12116546538906503,pre,n_tanker,True
2022-02-13,strait_of_hormuz,0.8939727892726496,1.0947906896318649,-0.20081790035921532,0.20081790035921532,pre,n_tanker,True
2022-02-14,strait_of_hormuz,0.9991460585988436,1.004829369061932,-0.0056833104630884534,0.0056833104630884534,pre,n_tanker,True
2022-02-15,strait_of_hormuz,0.9991460585988436,0.9517992440721253,0.047346814526718295,-0.047346814526718295,pre,n_tanker,True
2022-02-16,strait_of_hormuz,0.9465594239357467,1.002179030840727,-0.05561960690498036,0.05561960690498036,pre,n_tanker,True
2022-02-17,strait_of_hormuz,1.016674936819876,0.9413288220426601,0.07534611477721587,-0.07534611477721587,pre,n_tanker,True
2022-02-18,strait_of_hormuz,1.0517326932619406,1.0426773961423021,0.009055297119638483,-0.009055297119638483,pre,n_tanker,True
2022-02-19,strait_of_hormuz,0.9816171803778113,0.9434476334501026,0.038169546927708686,-0.038169546927708686,pre,n_tanker,True
2022-02-20,strait_of_hormuz,1.2094925972512318,0.9518607304131352,0.2576318668380966,-0.2576318668380966,pre,n_tanker,True
2022-02-21,strait_of_hormuz,1.1218482061460702,0.944024633579844,0.17782357256622616,-0.17782357256622616,pre,n_tanker,True
2022-02-22,strait_of_hormuz,1.0342038150409083,0.9845544193004064,0.04964939574050187,-0.04964939574050187,pre,n_tanker,True
2022-02-23,strait_of_hormuz,1.1393770843671025,1.0362426188529976,0.10313446551410488,-0.10313446551410488,pre,n_tanker,True
2022-02-24,strait_of_hormuz,0.8939727892726496,0.9641857905361527,-0.07021300126350316,0.07021300126350316,pre,n_tanker,True
2022-02-25,strait_of_hormuz,1.3146658665774258,0.8785920911341789,0.4360737754432469,-0.4360737754432469,pre,n_tanker,True
2022-02-26,strait_of_hormuz,1.0342038150409083,1.0592766313266242,-0.025072816285715893,0.025072816285715893,pre,n_tanker,True
2022-02-27,strait_of_hormuz,1.069261571482973,0.9919925454399885,0.07726902604298447,-0.07726902604298447,pre,n_tanker,True
2022-02-28,strait_of_hormuz,0.964088302156779,0.9953007098384783,-0.031212407681699306,0.031212407681699306,pre,n_tanker,True
2022-03-01,strait_of_hormuz,0.8238572763885202,0.9464128090461893,-0.12255553265766905,0.12255553265766905,pre,n_tanker,True
2022-03-02,strait_of_hormuz,1.0517326932619406,1.0258838600298184,0.02584883323212228,-0.02584883323212228,pre,n_tanker,True
2022-03-03,strait_of_hormuz,1.2094925972512318,1.0387372289957764,0.17075536825545545,-0.17075536825545545,pre,n_tanker,True
2022-03-04,strait_of_hormuz,1.1218482061460702,1.0102383021451449,0.1116099040009253,-0.1116099040009253,pre,n_tanker,True
2022-03-05,strait_of_hormuz,0.9991460585988436,0.993000053116558,0.00614600548228561,-0.00614600548228561,pre,n_tanker,True
2022-03-06,strait_of_hormuz,1.0517326932619406,0.9434034564685317,0.10832923679340889,-0.10832923679340889,pre,n_tanker,True
2022-03-07,strait_of_hormuz,0.8764439110516172,0.9402950127851946,-0.06385110173357733,0.06385110173357733,pre,n_tanker,True
2022-03-08,strait_of_hormuz,1.1569059625881348,1.0040646814163798,0.152841281171755,-0.152841281171755,pre,n_tanker,True
