unit,n_donors,n_pre_fit_days,n_post_days,pre_rmspe,post_rmspe,post_pre_rmspe_ratio,cumulative_scaled_throughput_loss,mean_daily_scaled_throughput_loss,top_weight_slug,top_weight,effective_n_weights,placebo_type,donor_pool,placebo_fold,placebo_start,placebo_end,fit_status,fit_warning
balabac_strait,21,365,130,0.5008820443476342,0.4862284471067708,0.9707444149651068,1.0172809638058653,0.00782523818312204,bohai_strait,0.2550809474735155,7.229393617864639,donor_in_time,low_contamination_donors,placebo_01,2023-01-01,2023-05-10,computed,
bering_strait,21,365,130,2.1887928247194086,0.9794866811323311,0.44750086443558035,115.65680623742958,0.8896677402879198,mona_passage,0.2673022904267349,5.359944553240062,donor_in_time,low_contamination_donors,placebo_01,2023-01-01,2023-05-10,computed,
bohai_strait,21,365,130,0.2184361453038974,0.24836270672451705,1.1370037059525318,4.648845930820396,0.03576035331400305,malacca_strait,0.37387402450039414,5.216195252601471,donor_in_time,low_contamination_donors,placebo_01,2023-01-01,2023-05-10,computed,
bosporus_strait,21,365,130,0.22506883409422088,0.2865446708225159,1.2731423787558223,-6.434142899235409,-0.049493406917195455,malacca_strait,0.21449861309086948,8.622714187431392,donor_in_time,low_contamination_donors,placebo_01,2023-01-01,2023-05-10,computed,
dover_strait,21,365,130,0.1387829474082078,0.21661063885130855,1.5607871348500986,-18.988020389268257,-0.1460616953020635,malacca_strait,0.2699625049488814,7.791711305826574,donor_in_time,low_contamination_donors,placebo_01,2023-01-01,2023-05-10,computed,
kerch_strait,21,365,130,0.5961266991421333,0.6026395696147271,1.0109253124913986,39.50865275586994,0.30391271350669186,taiwan_strait,0.4526401587802582,4.077059149828579,donor_in_time,low_contamination_donors,placebo_01,2023-01-01,2023-05-10,computed,
korea_strait,21,365,130,0.18010097348589704,0.17266633313884655,0.9587195993272482,10.367889796297083,0.07975299843305449,malacca_strait,0.394974507656412,4.7573548901785125,donor_in_time,low_contamination_donors,placebo_01,2023-01-01,2023-05-10,computed,
lombok_strait,21,365,130,0.374401093480495,0.3514566905103712,0.9387170513931228,-2.1985888129457147,-0.01691222163804396,taiwan_strait,0.20716718916958357,8.798764897025018,donor_in_time,low_contamination_donors,placebo_01,2023-01-01,2023-05-10,computed,
luzon_strait,21,365,130,0.2298655262268223,0.24277046948523875,1.0561412729879398,8.21363494400563,0.06318180726158176,malacca_strait,0.18413133882152832,10.037681879231936,donor_in_time,low_contamination_donors,placebo_01,2023-01-01,2023-05-10,computed,
magellan_strait,21,365,130,1.0080927936136888,1.2005255386241396,1.1908879284025444,-22.926924448588288,-0.176360957296833,korea_strait,0.3657195737859366,4.589684493301814,donor_in_time,low_contamination_donors,placebo_01,2023-01-01,2023-05-10,computed,
makassar_strait,21,365,130,0.3943050431247105,0.37925230910033864,0.9618246474732229,-1.7077469236815332,-0.013136514797550255,malacca_strait,0.3085528451840129,6.1891691308778105,donor_in_time,low_contamination_donors,placebo_01,2023-01-01,2023-05-10,computed,
malacca_strait,21,365,130,0.1185930840453189,0.1265234747365765,1.0668706000446626,0.6329224362915368,0.004868634125319514,dover_strait,0.19329226416982265,8.308120199041882,donor_in_time,low_contamination_donors,placebo_01,2023-01-01,2023-05-10,computed,
mindoro_strait,21,365,130,0.5050652567296796,0.5245952533059163,1.0386682637857418,-16.515492902630932,-0.12704225309716102,dover_strait,0.2173543006579193,7.596780963463395,donor_in_time,low_contamination_donors,placebo_01,2023-01-01,2023-05-10,computed,
mona_passage,21,365,130,0.591198500721099,0.6224142482727564,1.0528007894363445,1.1062799101377614,0.008509845462598165,luzon_strait,0.18853537170306103,9.79910699855059,donor_in_time,low_contamination_donors,placebo_01,2023-01-01,2023-05-10,computed,
ombai_strait,21,365,130,0.49487090068660267,0.47849988603436094,0.9669186152802115,-8.83437264410476,-0.0679567126469597,dover_strait,0.30930667179697996,5.320533785890878,donor_in_time,low_contamination_donors,placebo_01,2023-01-01,2023-05-10,computed,
oresund_strait,21,365,130,0.29247947731798407,0.2673826306376372,0.9141927942757447,-3.533409211135999,-0.0271800708548923,taiwan_strait,0.2019494472396985,8.006127371534413,donor_in_time,low_contamination_donors,placebo_01,2023-01-01,2023-05-10,computed,
sunda_strait,21,365,130,0.2909209571610691,0.30666188562819674,1.0541072345586044,-6.718337988527927,-0.05167952298867636,dover_strait,0.19839435119219614,8.950346642161284,donor_in_time,low_contamination_donors,placebo_01,2023-01-01,2023-05-10,computed,
taiwan_strait,21,365,130,0.16932391442304584,0.18477235576828335,1.0912360276921103,2.285507994436501,0.017580830726434623,malacca_strait,0.25371878156884353,7.541019155768234,donor_in_time,low_contamination_donors,placebo_01,2023-01-01,2023-05-10,computed,
torres_strait,21,365,130,0.6564823575508661,0.6555431294247973,0.9985693018018446,-11.649740648358422,-0.0896133896027571,yucatan_channel,0.15527911062418204,8.337827251855412,donor_in_time,low_contamination_donors,placebo_01,2023-01-01,2023-05-10,computed,
tsugaru_strait,21,365,130,0.3910046719261349,0.43217788585893574,1.1053010792172298,8.4764325674853,0.06520332744219462,dover_strait,0.2029093138832692,7.169183554911808,donor_in_time,low_contamination_donors,placebo_01,2023-01-01,2023-05-10,computed,
windward_passage,21,365,130,0.6572798116436591,0.7047566959227616,1.0722323787191592,25.94881938688946,0.1996063029760728,dover_strait,0.5748993745150043,2.7578349188247833,donor_in_time,low_contamination_donors,placebo_01,2023-01-01,2023-05-10,computed,
yucatan_channel,21,365,130,0.20293030220610286,0.21995436323950998,1.0838911727244998,9.276117351762736,0.07135474885971335,taiwan_strait,0.1817630069206221,9.117074887090892,donor_in_time,low_contamination_donors,placebo_01,2023-01-01,2023-05-10,computed,
balabac_strait,21,515,130,0.49576942826196363,0.45950809802840953,0.9268584786264923,12.061803444364964,0.09278310341819203,bohai_strait,0.17264635639760373,8.182172266083635,donor_in_time,low_contamination_donors,placebo_06,2023-05-31,2023-10-07,computed,
bering_strait,21,515,130,2.652386807174117,5.917813448846531,2.2311276141323586,-384.6792684136798,-2.9590712954898444,kerch_strait,0.47585350443852764,3.117454960634879,donor_in_time,low_contamination_donors,placebo_06,2023-05-31,2023-10-07,computed,
bohai_strait,21,515,130,0.22618693670751525,0.1734574285145128,0.7668764210676431,2.7539117197331295,0.02118393630563946,malacca_strait,0.3187216285182411,6.471216895647266,donor_in_time,low_contamination_donors,placebo_06,2023-05-31,2023-10-07,computed,
bosporus_strait,21,515,130,0.2343673908706676,0.19034961698292935,0.8121847338735411,-1.6834350635123974,-0.012949500488556902,malacca_strait,0.3068726261748727,5.930483420055675,donor_in_time,low_contamination_donors,placebo_06,2023-05-31,2023-10-07,computed,
dover_strait,21,515,130,0.1504624973748333,0.1442865402383226,0.9589535117104623,1.865060325459051,0.014346617888146547,malacca_strait,0.3273588690941889,6.521602352123178,donor_in_time,low_contamination_donors,placebo_06,2023-05-31,2023-10-07,computed,
kerch_strait,21,515,130,0.6489357908600215,0.9731491329070101,1.4996077371804615,117.06394496777772,0.9004918843675209,taiwan_strait,0.33280634809421605,4.842047145758595,donor_in_time,low_contamination_donors,placebo_06,2023-05-31,2023-10-07,computed,
korea_strait,21,515,130,0.17521727993162806,0.19311442233723125,1.1021425650060706,5.256207412176515,0.040432364709050116,malacca_strait,0.3797313643030019,5.328508010684153,donor_in_time,low_contamination_donors,placebo_06,2023-05-31,2023-10-07,computed,
lombok_strait,21,515,130,0.36564262272033665,0.3774814759514245,1.032378208927089,2.108935248686373,0.016222578836049023,taiwan_strait,0.19621442162484665,7.772535252592041,donor_in_time,low_contamination_donors,placebo_06,2023-05-31,2023-10-07,computed,
luzon_strait,21,515,130,0.2445061650589874,0.3482461506556394,1.4242837213189476,11.32314320609931,0.08710110158537931,malacca_strait,0.19398249278512555,10.093299825346755,donor_in_time,low_contamination_donors,placebo_06,2023-05-31,2023-10-07,computed,
magellan_strait,21,515,130,1.031047865921374,1.022663751886868,0.9918683561533647,-16.909706595857187,-0.13007466612197838,korea_strait,0.39299847262288984,3.5722079938135134,donor_in_time,low_contamination_donors,placebo_06,2023-05-31,2023-10-07,computed,
makassar_strait,21,515,130,0.3896924833668899,0.42694035019740845,1.0955827182210498,-1.673564562186713,-0.012873573555282408,malacca_strait,0.4038440273365959,4.735362431358272,donor_in_time,low_contamination_donors,placebo_06,2023-05-31,2023-10-07,computed,
malacca_strait,21,515,130,0.11880126878494908,0.1267904208069547,1.0672480361844232,2.7551353370781007,0.02119334874675462,dover_strait,0.2129126995519523,8.368880183124162,donor_in_time,low_contamination_donors,placebo_06,2023-05-31,2023-10-07,computed,
mindoro_strait,21,515,130,0.4939051444571356,0.5467726211040514,1.1070397367596239,-9.232601069774184,-0.07102000822903218,dover_strait,0.34482724986813595,5.820443299198135,donor_in_time,low_contamination_donors,placebo_06,2023-05-31,2023-10-07,computed,
mona_passage,21,515,130,0.6120972712623811,0.6012801896804314,0.9823278389076286,1.8541177499114436,0.014262444230088028,korea_strait,0.1489239253033303,10.14169004708583,donor_in_time,low_contamination_donors,placebo_06,2023-05-31,2023-10-07,computed,
ombai_strait,21,515,130,0.4728187467590685,0.5036688832634562,1.0652472786154306,6.818820707885585,0.05245246698373527,dover_strait,0.3983233990789116,4.703923281029216,donor_in_time,low_contamination_donors,placebo_06,2023-05-31,2023-10-07,computed,
oresund_strait,21,515,130,0.28421733651681136,0.2932550627080187,1.0317986450157053,-3.539015976515258,-0.027223199819348138,malacca_strait,0.1995430660350295,9.114838079293577,donor_in_time,low_contamination_donors,placebo_06,2023-05-31,2023-10-07,computed,
sunda_strait,21,515,130,0.288372952841964,0.310166571755739,1.0755744208983373,-13.315233929187727,-0.10242487637836713,dover_strait,0.2893131426306083,6.581490305081795,donor_in_time,low_contamination_donors,placebo_06,2023-05-31,2023-10-07,computed,
taiwan_strait,21,515,130,0.17548976278298598,0.28740234607108905,1.6377157363104784,-5.758444164109229,-0.04429572433930176,malacca_strait,0.22302275281619008,8.286348431867202,donor_in_time,low_contamination_donors,placebo_06,2023-05-31,2023-10-07,computed,
torres_strait,21,515,130,0.6500611126317186,0.786260880310404,1.2095184053192967,-23.94201829322377,-0.1841693714863367,malacca_strait,0.20061212566622666,8.266794642479704,donor_in_time,low_contamination_donors,placebo_06,2023-05-31,2023-10-07,computed,
tsugaru_strait,21,515,130,0.40323936284047746,0.3466485747020072,0.859659563640225,-9.59910498237587,-0.073839269095199,dover_strait,0.26516403035597785,6.258603863642744,donor_in_time,low_contamination_donors,placebo_06,2023-05-31,2023-10-07,computed,
windward_passage,21,515,130,0.6985153054969165,0.6684801650806215,0.9570014569760524,-12.616894280050936,-0.09705303292346873,dover_strait,0.25862243289400627,6.285885348771497,donor_in_time,low_contamination_donors,placebo_06,2023-05-31,2023-10-07,computed,
yucatan_channel,21,515,130,0.20470677742672913,0.2287242817828145,1.1173263760877774,-6.6249695035411005,-0.05096130387339308,malacca_strait,0.270275431894625,7.97452946842528,donor_in_time,low_contamination_donors,placebo_06,2023-05-31,2023-10-07,computed,
balabac_strait,21,665,130,0.49750481029544735,0.5130473092445457,1.0312409018515183,-7.552827111505845,-0.0580986700885065,bohai_strait,0.20616105776047028,8.927644644054329,donor_in_time,low_contamination_donors,placebo_11,2023-10-28,2024-03-05,computed,
bering_strait,21,665,130,2.198883633441876,1.3219915177602284,0.6012103131128121,102.0680261628967,0.7851386627915131,windward_passage,0.23766607673835582,5.442515272412349,donor_in_time,low_contamination_donors,placebo_11,2023-10-28,2024-03-05,computed,
bohai_strait,21,665,130,0.21613820182628954,0.2703787223097076,1.250952955216178,5.263462094249905,0.040488169955768503,malacca_strait,0.2841770624962198,7.120692616314833,donor_in_time,low_contamination_donors,placebo_11,2023-10-28,2024-03-05,computed,
bosporus_strait,21,665,130,0.2249071336312538,0.24979869508971206,1.110674841907279,1.530418662839828,0.011772451252614061,malacca_strait,0.2933538097607938,6.420330498497469,donor_in_time,low_contamination_donors,placebo_11,2023-10-28,2024-03-05,computed,
dover_strait,21,665,130,0.14747248997581247,0.1758531026494189,1.1924468263759649,-4.534624362791874,-0.0348817258676298,malacca_strait,0.3360962011557822,6.468802519813119,donor_in_time,low_contamination_donors,placebo_11,2023-10-28,2024-03-05,computed,
kerch_strait,21,665,130,0.8302758637406088,0.8865078412505204,1.0677268603914027,108.71178289056566,0.836244483773582,luzon_strait,0.410627097658736,3.645395671013058,donor_in_time,low_contamination_donors,placebo_11,2023-10-28,2024-03-05,computed,
korea_strait,21,665,130,0.18098284260582276,0.17166850147462406,0.948534673248087,4.61681095712934,0.03551393043945646,malacca_strait,0.3449657997965282,5.819182751249488,donor_in_time,low_contamination_donors,placebo_11,2023-10-28,2024-03-05,computed,
lombok_strait,21,665,130,0.3647896864394532,0.3752509216028966,1.0286774422422704,-10.736311761128029,-0.08258701354713868,malacca_strait,0.2175121390478744,8.287241979965025,donor_in_time,low_contamination_donors,placebo_11,2023-10-28,2024-03-05,computed,
luzon_strait,21,665,130,0.26885788322024357,0.25560611348317824,0.9507108752834682,-9.907657284520706,-0.07621274834246697,malacca_strait,0.2353955032344832,9.486051175069992,donor_in_time,low_contamination_donors,placebo_11,2023-10-28,2024-03-05,computed,
magellan_strait,21,665,130,0.9889198380202159,1.2395376869090926,1.2534258483383296,-56.12277111784414,-0.43171362398341645,korea_strait,0.31454514229431085,4.87639586299529,donor_in_time,low_contamination_donors,placebo_11,2023-10-28,2024-03-05,computed,
makassar_strait,21,665,130,0.39087245591004693,0.40985942221962574,1.0485758615694025,0.7919997771903577,0.006092305978387367,malacca_strait,0.3858981683278632,4.653075041181499,donor_in_time,low_contamination_donors,placebo_11,2023-10-28,2024-03-05,computed,
malacca_strait,21,665,130,0.11970051292885509,0.13459569063886517,1.1244370416262388,-3.250090354233343,-0.025000695032564177,dover_strait,0.2271970961726016,8.452370816565436,donor_in_time,low_contamination_donors,placebo_11,2023-10-28,2024-03-05,computed,
mindoro_strait,21,665,130,0.48967564545929737,0.5272527636951346,1.0767387934937858,4.336920132049359,0.03336092409268738,dover_strait,0.3256523094470767,5.765821904925635,donor_in_time,low_contamination_donors,placebo_11,2023-10-28,2024-03-05,computed,
mona_passage,21,665,130,0.6033905247491017,0.680654005579843,1.128048879890629,-3.1920540312468955,-0.02455426177882227,luzon_strait,0.17430580676132446,8.61168340417015,donor_in_time,low_contamination_donors,placebo_11,2023-10-28,2024-03-05,computed,
ombai_strait,21,665,130,0.47836922982625235,0.4189928176487995,0.8758774426210088,3.9426323635516844,0.03032794125808988,dover_strait,0.34702226782560863,4.86283366420618,donor_in_time,low_contamination_donors,placebo_11,2023-10-28,2024-03-05,computed,
oresund_strait,21,665,130,0.2848323724291139,0.31339545454185047,1.100280322314294,-5.181891730246807,-0.03986070561728313,malacca_strait,0.18129494579853245,9.612984245370845,donor_in_time,low_contamination_donors,placebo_11,2023-10-28,2024-03-05,computed,
sunda_strait,21,665,130,0.28534439685093715,0.3230925186912801,1.1322896901321051,-14.242170907441658,-0.10955516082647429,dover_strait,0.30918334904573724,5.848464504407329,donor_in_time,low_contamination_donors,placebo_11,2023-10-28,2024-03-05,computed,
taiwan_strait,21,665,130,0.2003525681135483,0.18083194635191654,0.9025686471332447,7.1160178792566375,0.0547385990712049,malacca_strait,0.25321216825348664,8.19370896784062,donor_in_time,low_contamination_donors,placebo_11,2023-10-28,2024-03-05,computed,
torres_strait,21,665,130,0.6527274256437188,0.7441014550517316,1.1399880345427496,-5.964699834094528,-0.045882306416111754,malacca_strait,0.22942764616294892,6.113574103913258,donor_in_time,low_contamination_donors,placebo_11,2023-10-28,2024-03-05,computed,
