origin_rule,role,horizon_days,block_index,block_name,is_treated_window,test_start,test_end,train_start,train_end,n_train_days,n_test_days,observed_sum,counterfactual_sum,cumulative_throughput_loss,mean_daily_throughput_loss
legacy_greedy_step30,audit_reproduction,65,7,legacy_07,False,2024-06-24,2024-08-27,2022-01-01,2024-06-23,905,65,4121.0,3991.5612162406987,-129.4387837593014,-1.9913659039892524
legacy_greedy_step30,audit_reproduction,65,8,legacy_08,False,2024-09-22,2024-11-25,2022-01-01,2024-09-21,995,65,3157.0,3973.9854284803673,816.9854284803675,12.569006592005655
legacy_greedy_step30,audit_reproduction,65,9,legacy_09,False,2024-12-21,2025-02-23,2022-01-01,2024-12-20,1085,65,3006.0,3835.3039694098075,829.3039694098073,12.758522606304728
legacy_greedy_step30,audit_reproduction,65,10,legacy_10,False,2025-03-21,2025-05-24,2022-01-01,2025-03-20,1175,65,3921.0,3831.8097550686994,-89.19024493130038,-1.3721576143276981
legacy_greedy_step30,audit_reproduction,65,11,legacy_11,False,2025-06-19,2025-08-22,2022-01-01,2025-06-18,1265,65,3534.0,3832.9383273242015,298.93832732420185,4.599051189603105
legacy_greedy_step30,audit_reproduction,65,12,legacy_12,False,2025-09-17,2025-11-20,2022-01-01,2025-09-16,1355,65,3163.0,3759.3806307559385,596.3806307559386,9.175086627014439
legacy_greedy_step30,audit_reproduction,65,13,legacy_13,False,2025-12-16,2026-02-18,2022-01-01,2025-12-15,1445,65,2500.0,3649.5002541656345,1149.5002541656347,17.684619294855917
treated_window,treated,65,0,treated_065d,True,2026-02-28,2026-05-03,2022-01-01,2026-02-27,1519,65,201.0,3686.875713546327,3485.875713546327,53.62885713148195
backward_anchored_from_cutoff,sensitivity,91,1,bwd_01,False,2023-03-04,2023-06-02,2022-01-01,2023-03-03,427,91,5683.0,5705.39957732625,22.399577326250423,0.2461492013873673
backward_anchored_from_cutoff,sensitivity,91,2,bwd_02,False,2023-06-03,2023-09-01,2022-01-01,2023-06-02,518,91,5755.0,5701.607005096981,-53.39299490302001,-0.5867362077254946
backward_anchored_from_cutoff,sensitivity,91,3,bwd_03,False,2023-09-02,2023-12-01,2022-01-01,2023-09-01,609,91,5213.0,5690.818948461187,477.8189484611854,5.250757675397642
backward_anchored_from_cutoff,sensitivity,91,4,bwd_04,False,2023-12-02,2024-03-01,2022-01-01,2023-12-01,700,91,4544.0,5605.238442338742,1061.2384423387425,11.661960904821346
backward_anchored_from_cutoff,sensitivity,91,5,bwd_05,False,2024-03-02,2024-05-31,2022-01-01,2024-03-01,791,91,5932.0,5488.966159900233,-443.03384009976696,-4.868503737360077
backward_anchored_from_cutoff,sensitivity,91,6,bwd_06,False,2024-06-01,2024-08-30,2022-01-01,2024-05-31,882,91,5753.0,5587.603901030229,-165.39609896977055,-1.8175395491183577
backward_anchored_from_cutoff,sensitivity,91,7,bwd_07,False,2024-08-31,2024-11-29,2022-01-01,2024-08-30,973,91,4636.0,5585.767084956307,949.7670849563079,10.437000933585802
backward_anchored_from_cutoff,sensitivity,91,8,bwd_08,False,2024-11-30,2025-02-28,2022-01-01,2024-11-29,1064,91,3974.0,5439.501992108622,1465.501992108622,16.104417495699142
backward_anchored_from_cutoff,sensitivity,91,9,bwd_09,False,2025-03-01,2025-05-30,2022-01-01,2025-02-28,1155,91,5402.0,5299.433439164531,-102.56656083546875,-1.1271050641260303
backward_anchored_from_cutoff,sensitivity,91,10,bwd_10,False,2025-05-31,2025-08-29,2022-01-01,2025-05-30,1246,91,5049.0,5438.147145654249,389.14714565424833,4.276342259936795
backward_anchored_from_cutoff,sensitivity,91,11,bwd_11,False,2025-08-30,2025-11-28,2022-01-01,2025-08-29,1337,91,4370.0,5361.615037306681,991.6150373066807,10.896868541831656
backward_anchored_from_cutoff,sensitivity,91,12,bwd_12,False,2025-11-29,2026-02-27,2022-01-01,2025-11-28,1428,91,3667.0,5190.125189336714,1523.1251893367144,16.737639443260598
forward_anchored_direct,primary,91,1,fwd_01,False,2023-01-01,2023-04-01,2022-01-01,2022-12-31,365,91,5171.0,5778.026981371981,607.0269813719814,6.6706261689228725
forward_anchored_direct,primary,91,2,fwd_02,False,2023-04-02,2023-07-01,2022-01-01,2023-04-01,456,91,5787.0,5685.04951480211,-101.95048519788905,-1.120335002174605
forward_anchored_direct,primary,91,3,fwd_03,False,2023-07-02,2023-09-30,2022-01-01,2023-07-01,547,91,5819.0,5713.310548110859,-105.6894518891408,-1.1614225482323164
forward_anchored_direct,primary,91,4,fwd_04,False,2023-10-01,2023-12-30,2022-01-01,2023-09-30,638,91,4744.0,5722.335866013705,978.3358660137052,10.750943582568189
forward_anchored_direct,primary,91,5,fwd_05,False,2023-12-31,2024-03-30,2022-01-01,2023-12-30,729,91,4958.0,5555.480238429914,597.4802384299135,6.5657169058232245
forward_anchored_direct,primary,91,6,fwd_06,False,2024-03-31,2024-06-29,2022-01-01,2024-03-30,820,91,6018.0,5542.387453242788,-475.6125467572119,-5.226511502826504
forward_anchored_direct,primary,91,7,fwd_07,False,2024-06-30,2024-09-28,2022-01-01,2024-06-29,911,91,5523.0,5586.068502140962,63.068502140962494,0.6930604630874999
forward_anchored_direct,primary,91,8,fwd_08,False,2024-09-29,2024-12-28,2022-01-01,2024-09-28,1002,91,4028.0,5530.810925714698,1502.810925714698,16.514405777084594
forward_anchored_direct,primary,91,9,fwd_09,False,2024-12-29,2025-03-29,2022-01-01,2024-12-28,1093,91,4482.0,5348.153239829807,866.1532398298073,9.518167470657223
forward_anchored_direct,primary,91,10,fwd_10,False,2025-03-30,2025-06-28,2022-01-01,2025-03-29,1184,91,5441.0,5390.983770874339,-50.01622912566081,-0.5496288914907781
forward_anchored_direct,primary,91,11,fwd_11,False,2025-06-29,2025-09-27,2022-01-01,2025-06-28,1275,91,4916.0,5312.188497687325,396.1884976873254,4.353719754805774
forward_anchored_direct,primary,91,12,fwd_12,False,2025-09-28,2025-12-27,2022-01-01,2025-09-27,1366,91,3894.0,5290.125307489567,1396.125307489567,15.342036346039198
legacy_greedy_step30,audit_reproduction,91,1,legacy_01,False,2023-01-01,2023-04-01,2022-01-01,2022-12-31,365,91,5171.0,5778.026981371981,607.0269813719814,6.6706261689228725
legacy_greedy_step30,audit_reproduction,91,2,legacy_02,False,2023-05-01,2023-07-30,2022-01-01,2023-04-30,485,91,5752.0,5688.865829009885,-63.13417099011513,-0.693782098792474
legacy_greedy_step30,audit_reproduction,91,3,legacy_03,False,2023-08-29,2023-11-27,2022-01-01,2023-08-28,605,91,5248.0,5726.986149189421,478.9861491894203,5.263584057026597
legacy_greedy_step30,audit_reproduction,91,4,legacy_04,False,2023-12-27,2024-03-26,2022-01-01,2023-12-26,725,91,4877.0,5572.121087505694,695.1210875056935,7.638693269293335
legacy_greedy_step30,audit_reproduction,91,5,legacy_05,False,2024-04-25,2024-07-24,2022-01-01,2024-04-24,845,91,6102.0,5560.046070512263,-541.9539294877369,-5.9555376866784275
legacy_greedy_step30,audit_reproduction,91,6,legacy_06,False,2024-08-23,2024-11-21,2022-01-01,2024-08-22,965,91,4816.0,5538.325839965915,722.3258399659154,7.937646593032038
legacy_greedy_step30,audit_reproduction,91,7,legacy_07,False,2024-12-21,2025-03-21,2022-01-01,2024-12-20,1085,91,4350.0,5392.099561965043,1042.0995619650432,11.451643538077398
legacy_greedy_step30,audit_reproduction,91,8,legacy_08,False,2025-04-20,2025-07-19,2022-01-01,2025-04-19,1205,91,5379.0,5297.510008734488,-81.48999126551234,-0.8954944095111247
legacy_greedy_step30,audit_reproduction,91,9,legacy_09,False,2025-08-18,2025-11-16,2022-01-01,2025-08-17,1325,91,4613.0,5323.460327811056,710.4603278110565,7.807256349572049
treated_window,treated,91,0,treated_091d,True,2026-02-28,2026-05-29,2022-01-01,2026-02-27,1519,91,243.0,5170.039888433047,4927.039888433047,54.14329547728623
backward_anchored_from_cutoff,sensitivity,130,1,bwd_01,False,2023-04-25,2023-09-01,2022-01-01,2023-04-24,479,130,8255.0,8159.463065425222,-95.53693457477709,-0.7348994967290545
backward_anchored_from_cutoff,sensitivity,130,2,bwd_02,False,2023-09-02,2024-01-09,2022-01-01,2023-09-01,609,130,7118.0,8139.68331151111,1021.6833115111108,7.859102396239313
backward_anchored_from_cutoff,sensitivity,130,3,bwd_03,False,2024-01-10,2024-05-18,2022-01-01,2024-01-09,739,130,7671.0,7943.626439029966,272.6264390299656,2.0971264540766583
backward_anchored_from_cutoff,sensitivity,130,4,bwd_04,False,2024-05-19,2024-09-25,2022-01-01,2024-05-18,869,130,8178.0,7936.25499660655,-241.74500339344996,-1.8595769491803844
backward_anchored_from_cutoff,sensitivity,130,5,bwd_05,False,2024-09-26,2025-02-02,2022-01-01,2024-09-25,999,130,5823.0,7936.339438705145,2113.339438705145,16.256457220808805
backward_anchored_from_cutoff,sensitivity,130,6,bwd_06,False,2025-02-03,2025-06-12,2022-01-01,2025-02-02,1129,130,7468.0,7662.563418319156,194.56341831915643,1.4966416793781263
backward_anchored_from_cutoff,sensitivity,130,7,bwd_07,False,2025-06-13,2025-10-20,2022-01-01,2025-06-12,1259,130,6835.0,7691.726273654917,856.7262736549173,6.590202105037826
backward_anchored_from_cutoff,sensitivity,130,8,bwd_08,False,2025-10-21,2026-02-27,2022-01-01,2025-10-20,1389,130,5447.0,7534.437520869589,2087.4375208695897,16.057211698996845
forward_anchored_direct,primary,130,1,fwd_01,False,2023-01-01,2023-05-10,2022-01-01,2022-12-31,365,130,7646.0,8268.105218869856,622.1052188698545,4.785424760537342
forward_anchored_direct,primary,130,2,fwd_02,False,2023-05-11,2023-09-17,2022-01-01,2023-05-10,495,130,8295.0,8148.998127359599,-146.0018726404012,-1.123091328003086
forward_anchored_direct,primary,130,3,fwd_03,False,2023-09-18,2024-01-25,2022-01-01,2023-09-17,625,130,6989.0,8160.3842916732965,1171.3842916732965,9.010648397486896
forward_anchored_direct,primary,130,4,fwd_04,False,2024-01-26,2024-06-03,2022-01-01,2024-01-25,755,130,7901.0,7932.286621111337,31.286621111337467,0.24066631624105744
forward_anchored_direct,primary,130,5,fwd_05,False,2024-06-04,2024-10-11,2022-01-01,2024-06-03,885,130,7864.0,7992.027430354883,128.02743035488248,0.9848263873452499
forward_anchored_direct,primary,130,6,fwd_06,False,2024-10-12,2025-02-18,2022-01-01,2024-10-11,1015,130,5821.0,7916.043432527176,2095.0434325271754,16.1157187117475
forward_anchored_direct,primary,130,7,fwd_07,False,2025-02-19,2025-06-28,2022-01-01,2025-02-18,1145,130,7455.0,7642.4537521120565,187.45375211205578,1.441951939323506
forward_anchored_direct,primary,130,8,fwd_08,False,2025-06-29,2025-11-05,2022-01-01,2025-06-28,1275,130,6841.0,7613.502760680472,772.5027606804737,5.942328928311336
legacy_greedy_step30,audit_reproduction,130,1,legacy_01,False,2023-01-01,2023-05-10,2022-01-01,2022-12-31,365,130,7646.0,8268.105218869856,622.1052188698545,4.785424760537342
legacy_greedy_step30,audit_reproduction,130,2,legacy_02,False,2023-05-31,2023-10-07,2022-01-01,2023-05-30,515,130,8283.0,8161.896074535069,-121.10392546493044,-0.9315686574225418
legacy_greedy_step30,audit_reproduction,130,3,legacy_03,False,2023-10-28,2024-03-05,2022-01-01,2023-10-27,665,130,6525.0,8130.601094359154,1605.601094359154,12.35077764891657
legacy_greedy_step30,audit_reproduction,130,4,legacy_04,False,2024-03-26,2024-08-02,2022-01-01,2024-03-25,815,130,8691.0,7900.856335627873,-790.143664372127,-6.0780281874779
legacy_greedy_step30,audit_reproduction,130,5,legacy_05,False,2024-08-23,2024-12-30,2022-01-01,2024-08-22,965,130,6261.0,7931.1713462011485,1670.1713462011485,12.847471893854989
legacy_greedy_step30,audit_reproduction,130,6,legacy_06,False,2025-01-20,2025-05-29,2022-01-01,2025-01-19,1115,130,7274.0,7655.5278762515945,381.52787625159453,2.934829817319958
legacy_greedy_step30,audit_reproduction,130,7,legacy_07,False,2025-06-19,2025-10-26,2022-01-01,2025-06-18,1265,130,6857.0,7678.371615000367,821.3716150003668,6.318243192310514
treated_window,treated,130,0,treated_130d,True,2026-02-28,2026-07-07,2022-01-01,2026-02-27,1519,130,529.0,7397.996006081115,6868.996006081115,52.83843081600858
