model,target,fold,is_actual,train_start,train_end,test_start,test_end,n_train,n_test,n_days,observed_sum,counterfactual_sum,cumulative_gap_observed_minus_predicted,cumulative_throughput_loss,mean_daily_throughput_loss
arx_lag1_7_route,hormuz_tanker_capacity,placebo_05,False,2022-01-01,2023-04-30,2023-05-01,2023-09-07,485,130,130,394253270.0,402032453.4136535,-7779183.413653463,7779183.413653463,59839.87241271895
arx_lag1_7_route,hormuz_tanker_capacity,placebo_06,False,2022-01-01,2023-05-30,2023-05-31,2023-10-07,515,130,130,389220697.0,401594267.8320451,-12373570.832045024,12373570.832045024,95181.31409265404
arx_lag1_7_route,hormuz_tanker_capacity,placebo_07,False,2022-01-01,2023-06-29,2023-06-30,2023-11-06,545,130,130,367862598.0,403495488.1314233,-35632890.13142329,35632890.13142329,274099.1548571022
arx_lag1_7_route,hormuz_tanker_capacity,placebo_08,False,2022-01-01,2023-07-29,2023-07-30,2023-12-06,575,130,130,348256878.0,401916647.7598008,-53659769.75980073,53659769.75980073,412767.45969077485
arx_lag1_7_route,hormuz_tanker_capacity,placebo_09,False,2022-01-01,2023-08-28,2023-08-29,2024-01-05,605,130,130,324832536.0,402699014.12342227,-77866478.12342224,77866478.12342224,598972.9086417095
arx_lag1_7_route,hormuz_tanker_capacity,placebo_10,False,2022-01-01,2023-09-27,2023-09-28,2024-02-04,635,130,130,317100428.0,398839714.8175305,-81739286.81753054,81739286.81753054,628763.744750235
arx_lag1_7_route,hormuz_tanker_capacity,placebo_11,False,2022-01-01,2023-10-27,2023-10-28,2024-03-05,665,130,130,304531488.0,394632862.08426696,-90101374.08426693,90101374.08426693,693087.4929558994
arx_lag1_7_route,hormuz_tanker_capacity,placebo_12,False,2022-01-01,2023-11-26,2023-11-27,2024-04-04,695,130,130,328031839.0,383155009.2801857,-55123170.28018567,55123170.28018567,424024.386770659
arx_lag1_7_route,hormuz_tanker_capacity,placebo_13,False,2022-01-01,2023-12-26,2023-12-27,2024-05-04,725,130,130,350285493.0,372266327.85729486,-21980834.857294835,21980834.857294835,169083.3450561141
arx_lag1_7_route,hormuz_tanker_capacity,placebo_14,False,2022-01-01,2024-01-25,2024-01-26,2024-06-03,755,130,130,373973396.0,369380481.9083559,4592914.091644129,-4592914.091644129,-35330.10839726253
arx_lag1_7_route,hormuz_tanker_capacity,placebo_15,False,2022-01-01,2024-02-24,2024-02-25,2024-07-03,785,130,130,386948395.0,369868164.69989324,17080230.300106697,-17080230.300106697,-131386.38692389766
arx_lag1_7_route,hormuz_tanker_capacity,placebo_16,False,2022-01-01,2024-03-25,2024-03-26,2024-08-02,815,130,130,402101512.0,375179683.3546873,26921828.64531273,-26921828.64531273,-207090.98957932869
arx_lag1_7_route,hormuz_tanker_capacity,placebo_17,False,2022-01-01,2024-04-24,2024-04-25,2024-09-01,845,130,130,384231610.0,378785172.3410324,5446437.658967645,-5446437.658967645,-41895.67429975112
arx_lag1_7_route,hormuz_tanker_capacity,placebo_18,False,2022-01-01,2024-05-24,2024-05-25,2024-10-01,875,130,130,370447987.0,382132070.78782463,-11684083.787824556,11684083.787824556,89877.56759865044
arx_lag1_7_route,hormuz_tanker_capacity,placebo_19,False,2022-01-01,2024-06-23,2024-06-24,2024-10-31,905,130,130,349290602.0,382364596.5119157,-33073994.511915732,33073994.511915732,254415.3423993518
arx_lag1_7_route,hormuz_tanker_capacity,placebo_20,False,2022-01-01,2024-07-23,2024-07-24,2024-11-30,935,130,130,316626279.0,384346141.2080956,-67719862.2080956,67719862.2080956,520922.01698535075
arx_lag1_7_route,hormuz_tanker_capacity,placebo_21,False,2022-01-01,2024-08-22,2024-08-23,2024-12-30,965,130,130,281165721.0,383931628.71773785,-102765907.71773784,102765907.71773784,790506.9824441372
arx_lag1_7_route,hormuz_tanker_capacity,placebo_22,False,2022-01-01,2024-09-21,2024-09-22,2025-01-29,995,130,130,260977177.0,383336851.52696145,-122359674.52696143,122359674.52696143,941228.265592011
arx_lag1_7_route,hormuz_tanker_capacity,placebo_23,False,2022-01-01,2024-10-21,2024-10-22,2025-02-28,1025,130,130,254016071.0,381425322.4417965,-127409251.44179651,127409251.44179651,980071.1649368963
arx_lag1_7_route,hormuz_tanker_capacity,placebo_24,False,2022-01-01,2024-11-20,2024-11-21,2025-03-30,1055,130,130,265217451.0,378278590.5827155,-113061139.58271554,113061139.58271554,869701.0737131964
arx_lag1_7_route,hormuz_tanker_capacity,placebo_25,False,2022-01-01,2024-12-20,2024-12-21,2025-04-29,1085,130,130,302113052.0,371576477.8254945,-69463425.8254946,69463425.8254946,534334.044811497
arx_lag1_7_route,hormuz_tanker_capacity,placebo_26,False,2022-01-01,2025-01-19,2025-01-20,2025-05-29,1115,130,130,327442632.0,368061711.10112286,-40619079.10112285,40619079.10112285,312454.4546240219
arx_lag1_7_route,hormuz_tanker_capacity,placebo_27,False,2022-01-01,2025-02-18,2025-02-19,2025-06-28,1145,130,130,339724731.0,367361442.42263997,-27636711.422639906,27636711.422639906,212590.08786646082
arx_lag1_7_route,hormuz_tanker_capacity,placebo_28,False,2022-01-01,2025-03-20,2025-03-21,2025-07-28,1175,130,130,350832712.0,366045005.63260514,-15212293.632605135,15212293.632605135,117017.64332773181
arx_lag1_7_route,hormuz_tanker_capacity,placebo_29,False,2022-01-01,2025-04-19,2025-04-20,2025-08-27,1205,130,130,348638058.0,363732751.0600449,-15094693.060044907,15094693.060044907,116113.02353880697
arx_lag1_7_route,hormuz_tanker_capacity,placebo_30,False,2022-01-01,2025-05-19,2025-05-20,2025-09-26,1235,130,130,336170489.0,364735811.35417426,-28565322.35417419,28565322.35417419,219733.248878263
arx_lag1_7_route,hormuz_tanker_capacity,placebo_31,False,2022-01-01,2025-06-18,2025-06-19,2025-10-26,1265,130,130,322102448.0,365402544.65491533,-43300096.65491533,43300096.65491533,333077.6665762718
arx_lag1_7_route,hormuz_tanker_capacity,placebo_32,False,2022-01-01,2025-07-18,2025-07-19,2025-11-25,1295,130,130,312255733.0,365685915.68484294,-53430182.68484299,53430182.68484299,411001.40526802297
arx_lag1_7_route,hormuz_tanker_capacity,placebo_33,False,2022-01-01,2025-08-17,2025-08-18,2025-12-25,1325,130,130,282263204.0,364754030.57951057,-82490826.5795106,82490826.5795106,634544.8198423892
arx_lag1_7_route,hormuz_tanker_capacity,placebo_34,False,2022-01-01,2025-09-16,2025-09-17,2026-01-24,1355,130,130,256746244.0,361786685.16763467,-105040441.16763464,105040441.16763464,808003.3935971895
arx_lag1_7_route,hormuz_tanker_capacity,placebo_35,False,2022-01-01,2025-10-16,2025-10-17,2026-02-23,1385,130,130,255266452.0,360728954.3159357,-105462502.31593564,105462502.31593564,811250.0178148896
arx_lag1_7_route_energy,hormuz_tanker_capacity,actual,True,2022-01-01,2026-02-27,2026-02-28,2026-07-07,1519,130,118,27499733.0,374694676.6727114,-347194943.6727114,347194943.6727114,2942330.031124673
arx_lag1_7_route_energy,hormuz_tanker_capacity,placebo_01,False,2022-01-01,2022-12-31,2023-01-01,2023-05-10,365,130,130,385987315.0,385957016.17605203,30298.82394795306,-30298.82394795306,-233.06787652271584
arx_lag1_7_route_energy,hormuz_tanker_capacity,placebo_02,False,2022-01-01,2023-01-30,2023-01-31,2023-06-09,395,130,130,395023514.0,371564528.0501065,23458985.94989346,-23458985.94989346,-180453.73807610353
arx_lag1_7_route_energy,hormuz_tanker_capacity,placebo_03,False,2022-01-01,2023-03-01,2023-03-02,2023-07-09,425,130,130,403299394.0,370267485.0157407,33031908.98425927,-33031908.98425927,-254091.60757122515
arx_lag1_7_route_energy,hormuz_tanker_capacity,placebo_04,False,2022-01-01,2023-03-31,2023-04-01,2023-08-08,455,130,130,404038056.0,371927558.4545771,32110497.545422852,-32110497.545422852,-247003.82727248347
arx_lag1_7_route_energy,hormuz_tanker_capacity,placebo_05,False,2022-01-01,2023-04-30,2023-05-01,2023-09-07,485,130,130,394253270.0,379147303.86404204,15105966.135958023,-15105966.135958023,-116199.7395073694
arx_lag1_7_route_energy,hormuz_tanker_capacity,placebo_06,False,2022-01-01,2023-05-30,2023-05-31,2023-10-07,515,130,130,389220697.0,389156600.1026911,64096.89730891399,-64096.89730891399,-493.0530562224153
arx_lag1_7_route_energy,hormuz_tanker_capacity,placebo_07,False,2022-01-01,2023-06-29,2023-06-30,2023-11-06,545,130,130,367862598.0,400779600.7205173,-32917002.720517248,32917002.720517248,253207.71323474805
arx_lag1_7_route_energy,hormuz_tanker_capacity,placebo_08,False,2022-01-01,2023-07-29,2023-07-30,2023-12-06,575,130,130,348256878.0,400781580.07832676,-52524702.07832678,52524702.07832678,404036.1698332829
arx_lag1_7_route_energy,hormuz_tanker_capacity,placebo_09,False,2022-01-01,2023-08-28,2023-08-29,2024-01-05,605,130,130,324832536.0,398899189.509355,-74066653.50935502,74066653.50935502,569743.4885335002
arx_lag1_7_route_energy,hormuz_tanker_capacity,placebo_10,False,2022-01-01,2023-09-27,2023-09-28,2024-02-04,635,130,130,317100428.0,390387594.5662619,-73287166.56626186,73287166.56626186,563747.4351250912
arx_lag1_7_route_energy,hormuz_tanker_capacity,placebo_11,False,2022-01-01,2023-10-27,2023-10-28,2024-03-05,665,130,130,304531488.0,384088617.41092956,-79557129.41092958,79557129.41092958,611977.9185456121
arx_lag1_7_route_energy,hormuz_tanker_capacity,placebo_12,False,2022-01-01,2023-11-26,2023-11-27,2024-04-04,695,130,130,328031839.0,371841747.66701514,-43809908.667015135,43809908.667015135,336999.297438578
arx_lag1_7_route_energy,hormuz_tanker_capacity,placebo_13,False,2022-01-01,2023-12-26,2023-12-27,2024-05-04,725,130,130,350285493.0,363764652.532398,-13479159.532397956,13479159.532397956,103685.84255690734
arx_lag1_7_route_energy,hormuz_tanker_capacity,placebo_14,False,2022-01-01,2024-01-25,2024-01-26,2024-06-03,755,130,130,373973396.0,360504044.4158016,13469351.584198441,-13469351.584198441,-103610.39680152647
arx_lag1_7_route_energy,hormuz_tanker_capacity,placebo_15,False,2022-01-01,2024-02-24,2024-02-25,2024-07-03,785,130,130,386948395.0,359344694.65334475,27603700.346655216,-27603700.346655216,-212336.15651273244
arx_lag1_7_route_energy,hormuz_tanker_capacity,placebo_16,False,2022-01-01,2024-03-25,2024-03-26,2024-08-02,815,130,130,402101512.0,364319996.7465197,37781515.253480315,-37781515.253480315,-290627.04041138705
arx_lag1_7_route_energy,hormuz_tanker_capacity,placebo_17,False,2022-01-01,2024-04-24,2024-04-25,2024-09-01,845,130,130,384231610.0,366027425.31868637,18204184.6813136,-18204184.6813136,-140032.18985625845
arx_lag1_7_route_energy,hormuz_tanker_capacity,placebo_18,False,2022-01-01,2024-05-24,2024-05-25,2024-10-01,875,130,130,370447987.0,366572756.3654314,3875230.6345685534,-3875230.6345685534,-29809.466419758104
arx_lag1_7_route_energy,hormuz_tanker_capacity,placebo_19,False,2022-01-01,2024-06-23,2024-06-24,2024-10-31,905,130,130,349290602.0,366029464.8236954,-16738862.823695412,16738862.823695412,128760.48325919548
arx_lag1_7_route_energy,hormuz_tanker_capacity,placebo_20,False,2022-01-01,2024-07-23,2024-07-24,2024-11-30,935,130,130,316626279.0,364357461.8866631,-47731182.8866631,47731182.8866631,367162.94528202387
arx_lag1_7_route_energy,hormuz_tanker_capacity,placebo_21,False,2022-01-01,2024-08-22,2024-08-23,2024-12-30,965,130,130,281165721.0,361440509.0801127,-80274788.08011274,80274788.08011274,617498.3698470211
arx_lag1_7_route_energy,hormuz_tanker_capacity,placebo_22,False,2022-01-01,2024-09-21,2024-09-22,2025-01-29,995,130,130,260977177.0,362482945.7691997,-101505768.76919968,101505768.76919968,780813.6059169207
arx_lag1_7_route_energy,hormuz_tanker_capacity,placebo_23,False,2022-01-01,2024-10-21,2024-10-22,2025-02-28,1025,130,130,254016071.0,358938270.216131,-104922199.21613094,104922199.21613094,807093.8401240841
arx_lag1_7_route_energy,hormuz_tanker_capacity,placebo_24,False,2022-01-01,2024-11-20,2024-11-21,2025-03-30,1055,130,130,265217451.0,353980890.7181121,-88763439.71811214,88763439.71811214,682795.6901393242
arx_lag1_7_route_energy,hormuz_tanker_capacity,placebo_25,False,2022-01-01,2024-12-20,2024-12-21,2025-04-29,1085,130,130,302113052.0,338738741.34261966,-36625689.342619665,36625689.342619665,281736.07186630514
arx_lag1_7_route_energy,hormuz_tanker_capacity,placebo_26,False,2022-01-01,2025-01-19,2025-01-20,2025-05-29,1115,130,130,327442632.0,322846876.6671844,4595755.332815561,-4595755.332815561,-35351.964098581244
arx_lag1_7_route_energy,hormuz_tanker_capacity,placebo_27,False,2022-01-01,2025-02-18,2025-02-19,2025-06-28,1145,130,130,339724731.0,316983024.5786636,22741706.421336435,-22741706.421336435,-174936.2032410495
arx_lag1_7_route_energy,hormuz_tanker_capacity,placebo_28,False,2022-01-01,2025-03-20,2025-03-21,2025-07-28,1175,130,130,350832712.0,315159882.9087521,35672829.09124796,-35672829.09124796,-274406.3776249843
arx_lag1_7_route_energy,hormuz_tanker_capacity,placebo_29,False,2022-01-01,2025-04-19,2025-04-20,2025-08-27,1205,130,130,348638058.0,315664252.8946702,32973805.105329804,-32973805.105329804,-253644.65465638312
arx_lag1_7_route_energy,hormuz_tanker_capacity,placebo_30,False,2022-01-01,2025-05-19,2025-05-20,2025-09-26,1235,130,130,336170489.0,322313921.8536224,13856567.146377599,-13856567.146377599,-106588.97804905845
arx_lag1_7_route_energy,hormuz_tanker_capacity,placebo_31,False,2022-01-01,2025-06-18,2025-06-19,2025-10-26,1265,130,130,322102448.0,324549147.9825345,-2446699.982534519,2446699.982534519,18820.769096419375
arx_lag1_7_route_energy,hormuz_tanker_capacity,placebo_32,False,2022-01-01,2025-07-18,2025-07-19,2025-11-25,1295,130,130,312255733.0,320635414.2895613,-8379681.289561335,8379681.289561335,64459.0868427795
arx_lag1_7_route_energy,hormuz_tanker_capacity,placebo_33,False,2022-01-01,2025-08-17,2025-08-18,2025-12-25,1325,130,130,282263204.0,317028122.2309923,-34764918.23099236,34764918.23099236,267422.44793071045
arx_lag1_7_route_energy,hormuz_tanker_capacity,placebo_34,False,2022-01-01,2025-09-16,2025-09-17,2026-01-24,1355,130,130,256746244.0,313906517.63456845,-57160273.63456844,57160273.63456844,439694.4125736034
arx_lag1_7_route_energy,hormuz_tanker_capacity,placebo_35,False,2022-01-01,2025-10-16,2025-10-17,2026-02-23,1385,130,130,255266452.0,313667460.6490387,-58401008.64903872,58401008.64903872,449238.5280695286
